CODIGO_DA_IES;NOME_DA_IES;SIGLA;CATEGORIA_DA_IES;COMUNITARIA;CONFESSIONAL;FILANTROPICA;ORGANIZACAO_ACADEMICA;CODIGO_MUNICIPIO_IBGE;MUNICIPIO;UF;SITUACAO_IES
11584;FACULDADE CAL DE ARTES CÊNICAS - Faculdade Cal;Faculdade Cal;Privada;N;N;N;Faculdade;3304557.0;Rio de Janeiro;RJ;Ativa
345;ESCOLA DE ENGENHARIA KENNEDY - EEK;EEK;Privada;N;N;N;Faculdade;3106200.0;Belo Horizonte;MG;Ativa
2846;FACULDADE DE TEOLOGIA UMBANDISTA - F.T.U.;F.T.U.;Privada;N;N;N;Faculdade;3550308.0;São Paulo;SP;Extinta
24391;Faculdade de Educação da Ibiapaba - FAEDI;FAEDI;Privada;N;N;N;Faculdade;2305803.0;Ipu;CE;Ativa
2180;RATIO - FACULDADE TEOLÓGICA E FILOSÓFICA - RATIO;RATIO;Privada;N;N;N;Faculdade;2304400.0;Fortaleza;CE;Ativa
4867;FACULDADE ANHANGUERA DE GUARAPARI;;Privada;N;N;N;Faculdade;3202405.0;Guarapari;ES;Ativa
22456;FACULDADE REALIZA;;Privada;N;N;N;Faculdade;5201405.0;Aparecida de Goiânia;GO;Ativa
3990;FACULDADE SÃO BERNARDO DE TECNOLOGIA - SBTEC;SBTEC;Privada;N;N;N;Faculdade;3548708.0;São Bernardo do Campo;SP;Extinta
694;UNIVERSIDADE FEDERAL DE MATO GROSSO DO SUL - UFMS;UFMS;Pública;N;N;N;Universidade;5002704.0;Campo Grande;MS;Ativa
547;UNIVERSIDADE DO ESTADO DO RIO DE JANEIRO - UERJ;UERJ;Pública;N;N;N;Universidade;3304557.0;Rio de Janeiro;RJ;Ativa
21955;FACULDADE METROPOLITANA DE ITAJAÍ - FIMT;FIMT;Privada;N;N;N;Faculdade;4208203.0;Itajaí;SC;Ativa
5045;FACULDADE DE TECNOLOGIA PAULISTA;;Privada;N;N;N;Faculdade;3527801.0;Lupércio;SP;Ativa
19785;FACULDADE ANHANGUERA DE RIBEIRÃO DAS NEVES;;Privada;N;N;N;Faculdade;3154606.0;Ribeirão das Neves;MG;Ativa
5107;FACULDADE SOGIPA DE EDUCAÇÃO FÍSICA;;Privada;N;N;N;Faculdade;4314902.0;Porto Alegre;RS;Ativa
2361;FACULDADE PADRÃO - -;-;Privada;N;N;N;Faculdade;5201405.0;Aparecida de Goiânia;GO;Ativa
21371;Faculdade Univeritas Universus Veritas de Joinville - VERITAS JOINVILLE;VERITAS JOINVILLE;Privada;N;N;N;Faculdade;4209102.0;Joinville;SC;Extinta
1913;CENTRO UNIVERSITÁRIO FAMINAS - UNIFAMINAS;UNIFAMINAS;Privada;N;N;N;Centro Universitário;3143906.0;Muriaé;MG;Ativa
17874;Faculdade de Educação Superior de Tangará da Serra - FAEST;FAEST;Privada;N;N;N;Faculdade;5107958.0;Tangará da Serra;MT;Ativa
1042;UNIVERSIDADE POSITIVO - UP;UP;Privada;N;N;N;Universidade;4106902.0;Curitiba;PR;Ativa
3604;INSTITUTO SUPERIOR DE EDUCAÇÃO DE CARIACICA - ISEC;ISEC;Privada;N;N;N;Faculdade;3201308.0;Cariacica;ES;Extinta
945;Faculdade Funorte de Januária;;Privada;N;N;N;Faculdade;3135209.0;Januária;MG;Ativa
1059;Faculdade Multiversa de Fortaleza;;Privada;N;N;N;Faculdade;2304400.0;Fortaleza;CE;Ativa
13873;FACULDADE FINOM DE PATOS DE MINAS - FINOM;FINOM;Privada;N;N;N;Faculdade;3148004.0;Patos de Minas;MG;Ativa
1788;FACULDADE DE ADMINISTRAÇÃO E ARTES DE LIMEIRA - FAAL;FAAL;Privada;N;N;N;Faculdade;3526902.0;Limeira;SP;Ativa
2192;INSTITUTO SUPERIOR DE EDUCAÇÃO IVOTI - ISEI;ISEI;Privada;S;N;N;Faculdade;4310801.0;Ivoti;RS;Ativa
109;FACULDADES INTEGRADAS RUI BARBOSA - FIRB;FIRB;Privada;N;N;N;Faculdade;3502101.0;Andradina;SP;Ativa
3777;FACULDADE CURITIBANA - FAC;FAC;Privada;N;N;N;Faculdade;4106902.0;Curitiba;PR;Ativa
14155;Faculdade Presidente Antônio Carlos de Sabará - FUNEES Sabará;FUNEES Sabará;Privada;N;N;N;Faculdade;3156700.0;Sabará;MG;Ativa
13538;FACULDADE CARAGUÁ;;Privada;N;N;N;Faculdade;3510500.0;Caraguatatuba;SP;Extinta
1677;FACULDADE DE ENSINO SUPERIOR DO PIAUÍ - FAESPI;FAESPI;Privada;N;N;N;Faculdade;2211001.0;Teresina;PI;Ativa
1924;FACULDADE DO NORTE PIONEIRO DE JACAREZINHO - FANORPIJAC;FANORPIJAC;Privada;N;N;N;Faculdade;4111803.0;Jacarezinho;PR;Extinta
5015;INSTITUTO SUPERIOR DE TECNOLOGIA EM HORTICULTURA - ISTHORTICULTURA;ISTHORTICULTURA;Pública;N;N;N;Faculdade;3301009.0;Campos dos Goytacazes;RJ;Ativa
2973;FACULDADE ANHANGUERA DE PRIMAVERA DO LESTE - FIPL;FIPL;Privada;N;N;N;Faculdade;5107040.0;Primavera do Leste;MT;Ativa
1416;FACULDADE GRANDE VITÓRIA - UNFGV;UNFGV;Privada;N;N;N;Faculdade;3205002.0;Serra;ES;Extinta
24861;FACULDADE ATENAS DO SUL BAIANO;;Privada;N;N;N;Faculdade;2932903.0;Valença;BA;Ativa
16967;FACULDADE SENAI RIO;;Privada;N;N;N;Faculdade;3304557.0;Rio de Janeiro;RJ;Ativa
17269;INSTITUTO DE EDUCAÇÃO SUPERIOR E INOVAÇÃO PERSONA;;Privada;N;N;N;Faculdade;3550308.0;São Paulo;SP;Ativa
1426;INSTITUTO LUTERANO DE ENSINO SUPERIOR DE ITUMBIARA - ILES;ILES;Privada;N;S;N;Faculdade;5211503.0;Itumbiara;GO;Ativa
3692;FACULDADE DE TECNOLOGIA IPEP DE CAMPINAS - FATEC CAMPINAS;FATEC CAMPINAS;Privada;N;N;N;Faculdade;3509502.0;Campinas;SP;Ativa
25282;UNIVERSIDADE FEDERAL DE JATAÍ - UFJ;UFJ;Pública;N;N;N;Universidade;5211909.0;Jataí;GO;Ativa
18266;FACULDADE SAINT GERMAIN SP - FSGSP;FSGSP;Privada;N;N;N;Faculdade;3550308.0;São Paulo;SP;Extinta
2922;INSTITUTO SUPERIOR DE EDUCAÇÃO DE BARRETOS - ISEB;ISEB;Privada;N;N;N;Faculdade;3505500.0;Barretos;SP;Ativa
24290;Faculdade Andreotti de Maringá - FAM;FAM;Privada;N;N;N;Faculdade;4115200.0;Maringá;PR;Ativa
18039;Faculdade Capacitar;;Privada;N;N;N;Faculdade;4301602.0;Bagé;RS;Ativa
3754;FACULDADES INTEGRADAS ADVENTISTAS DE MINAS GERAIS - FADMINAS;FADMINAS;Privada;N;N;N;Faculdade;3138203.0;Lavras;MG;Ativa
967;FACULDADE DE TECNOLOGIA DE TAQUARITINGA - FATEC/TQ;FATEC/TQ;Pública;N;N;N;Faculdade;3553708.0;Taquaritinga;SP;Ativa
2126;ESCOLA DE DIREITO DO RIO DE JANEIRO - DIREITO RIO;DIREITO RIO;Privada;N;N;N;Faculdade;3304557.0;Rio de Janeiro;RJ;Ativa
1192;FACULDADE DE CIÊNCIAS DA SAÚDE DE SÃO PAULO - FACIS;FACIS;Privada;N;N;N;Faculdade;3550308.0;São Paulo;SP;Ativa
19910;Faculdades Planalto Central - FPC;FPC;Privada;N;N;N;Faculdade;5300108.0;Brasília;DF;Ativa
2632;FACULDADES INTEGRADAS DO EXTREMO SUL DA BAHIA - UNESULBAHIA;UNESULBAHIA;Privada;N;N;N;Faculdade;2910727.0;Eunápolis;BA;Ativa
22193;Faculdade Serra Dourada;;Privada;N;N;N;Faculdade;1500602.0;Altamira;PA;Ativa
3149;Faculdade Anhanguera De Divinópolis;;Privada;N;N;N;Faculdade;3122306.0;Divinópolis;MG;Ativa
24471;FACULDADE ATENAS VALENÇA;;Privada;N;N;N;Faculdade;2932903.0;Valença;BA;Ativa
21716;FACULDADE CESMA DE MARACANAÚ - FACESMA;FACESMA;Privada;N;N;N;Faculdade;2307650.0;Maracanaú;CE;Ativa
16459;FACULDADE UNIRB - SALVADOR - FACULDADE UNIRB;FACULDADE UNIRB;Privada;N;N;N;Faculdade;2927408.0;Salvador;BA;Ativa
795;FACULDADES INTEGRADAS DE DIAMANTINO - FID;FID;Privada;N;N;N;Faculdade;5103502.0;Diamantino;MT;Ativa
18692;Faculdade ALFAUNIPAC de Guanhães;;Privada;N;N;N;Faculdade;3128006.0;Guanhães;MG;Ativa
2441;INSTITUTO SUPERIOR DE EDUCAÇÃO AUXILIUM - ISE AUXILIUM;ISE AUXILIUM;Privada;N;N;N;Faculdade;3527108.0;Lins;SP;Extinta
16225;Faculdade Regional do Jacuípe - FARJ;FARJ;Privada;N;N;N;Faculdade;2906873.0;Capim Grosso;BA;Ativa
3783;FACULDADE PARAENSE DE ENSINO - FAPEN;FAPEN;Privada;N;N;N;Faculdade;1501402.0;Belém;PA;Ativa
1623;FACULDADE DE CIÊNCIAS AGRÁRIAS DE ANDRADINA - FCAA;FCAA;Privada;N;N;N;Faculdade;3502101.0;Andradina;SP;Ativa
4731;FACULDADE MESSIANICA;;Privada;N;N;N;Faculdade;3550308.0;São Paulo;SP;Ativa
3817;Centro Universitário Maurício de Nassau de João Pessoa;;Privada;N;N;N;Centro Universitário;2507507.0;João Pessoa;PB;Ativa
591;UNIVERSIDADE FEDERAL DE SÃO PAULO - UNIFESP;UNIFESP;Pública;N;N;N;Universidade;3550308.0;São Paulo;SP;Ativa
1757;ESCOLA SUPERIOR DE ADMINISTRAÇÃO, MARKETING E COMUNICAÇÃO DE GOIÂNIA - ESAMC DE GOIÂNIA;ESAMC DE GOIÂNIA;Privada;N;N;N;Faculdade;5208707.0;Goiânia;GO;Extinta
3513;FACULDADE DE PRESIDENTE VENCESLAU - FAPREV;FAPREV;Privada;N;N;N;Faculdade;3541505.0;Presidente Venceslau;SP;Ativa
3974;UNIVERSIDADE DE RIO VERDE - FESURV;FESURV;Pública;N;N;N;Universidade;5218805.0;Rio Verde;GO;Ativa
1487;CENTRO UNIVERSITÁRIO UNIDOM - BOSCO - UNIDOM - BOSCO;UNIDOM - BOSCO;Privada;N;N;N;Centro Universitário;4106902.0;Curitiba;PR;Ativa
14;UNIVERSIDADE DO VALE DO RIO DOS SINOS - UNISINOS;UNISINOS;Privada;S;S;N;Universidade;4318705.0;São Leopoldo;RS;Ativa
3157;INSTITUTO SUPERIOR DE EDUCAÇÃO ALMEIDA RODRIGUES - ISEAR;ISEAR;Privada;N;N;N;Faculdade;5218805.0;Rio Verde;GO;Ativa
18639;Faculdade Pitágoras de Bacabal;;Privada;N;N;N;Faculdade;2101202.0;Bacabal;MA;Ativa
385;UNIVERSIDADE SALVADOR - UNIFACS;UNIFACS;Privada;N;N;N;Universidade;2927408.0;Salvador;BA;Ativa
22202;Faculdade Estácio de Juazeiro - EstácioJuazeiro;EstácioJuazeiro;Privada;N;N;N;Faculdade;2918407.0;Juazeiro;BA;Ativa
1969;FACULDADE DOS IMIGRANTES - FAI - FAI;FAI;Privada;N;N;N;Faculdade;4305108.0;Caxias do Sul;RS;Extinta
24922;FACULDADE SÃO VICENTE DE IRATI - FASVI;FASVI;Privada;N;N;N;Faculdade;4110706.0;Irati;PR;Ativa
2075;INSTITUTO DE ENSINO SUPERIOR DE ALAGOAS - IESA;IESA;Privada;N;N;N;Faculdade;2704302.0;Maceió;AL;Ativa
809;FACULDADE DE DIREITO E CIÊNCIAS SOCIAIS DO LESTE DE MINAS - FADILESTE - FADILESTE;FADILESTE;Privada;N;N;N;Faculdade;3154150.0;Reduto;MG;Ativa
15859;Faculdade Católica Paulista - FACAP;FACAP;Privada;N;N;N;Faculdade;3529005.0;Marília;SP;Ativa
24843;INSTITUTO DE ASSISTÊNCIA MÉDICA AO SERVIDOR PÚBLICO ESTADUAL - IAMSPE;IAMSPE;Pública;N;N;N;Faculdade;3550308.0;São Paulo;SP;Ativa
21519;Faculdade Meridional de Porto Alegre - IMED;IMED;Privada;N;N;N;Faculdade;4314902.0;Porto Alegre;RS;Ativa
2111;CENTRO UNIVERSITÁRIO INTA - UNINTA;UNINTA;Privada;N;S;N;Centro Universitário;2312908.0;Sobral;CE;Ativa
2677;INSTITUTO SUPERIOR DE EDUCAÇÃO SÃO JUDAS TADEU - ISESJT;ISESJT;Privada;N;N;N;Faculdade;2203909.0;Floriano;PI;Extinta
1311;TREVISAN ESCOLA SUPERIOR DE NEGÓCIOS - TREVISAN;TREVISAN;Privada;N;N;N;Faculdade;3550308.0;São Paulo;SP;Ativa
750;UNIVERSIDADE DE GURUPI - UnirG;UnirG;Pública;N;N;N;Universidade;1709500.0;Gurupi;TO;Ativa
5066;FACULDADE PITÁGORAS DE TECNOLOGIA DE CONTAGEM;;Privada;N;N;N;Faculdade;3118601.0;Contagem;MG;Extinta
19501;Faculdade de Tecnologia Sebrae - FATEC SEBRAE;FATEC SEBRAE;Pública;N;N;N;Faculdade;3550308.0;São Paulo;SP;Ativa
14210;Faculdade Presidente Antônio Carlos de Maria da Fé - FUNEES;FUNEES;Privada;N;N;N;Faculdade;3139904.0;Maria da Fé;MG;Extinta
2120;INSTITUTO DE FILOSOFIA E DE TEOLOGIA PAULO VI - IFITEPS;IFITEPS;Privada;N;N;N;Faculdade;3303500.0;Nova Iguaçu;RJ;Extinta
1507;FACULDADE PROJEÇÃO DE CEILÂNDIA - FAPRO;FAPRO;Privada;N;N;N;Faculdade;5300108.0;Brasília;DF;Ativa
7;UNIVERSIDADE FEDERAL DE SÃO CARLOS - UFSCAR;UFSCAR;Pública;N;N;N;Universidade;3548906.0;São Carlos;SP;Ativa
20667;UNETRI FACULDADES - UNETRI;UNETRI;Privada;N;N;N;Faculdade;4102604.0;Barracão;PR;Ativa
18296;Faculdade AGES de Tucano - Faculdade AGES;Faculdade AGES;Privada;N;N;N;Faculdade;2931905.0;Tucano;BA;Ativa
18526;FACULDADE DE OSASCO - FCO;FCO;Privada;N;N;N;Faculdade;3534401.0;Osasco;SP;Ativa
21871;FACULDADE BAHIANA DE ENGENHARIA E CIÊNCIAS SOCIAIS APLICADAS - FBE;FBE;Privada;N;N;N;Faculdade;2927408.0;Salvador;BA;Ativa
24056;Faculdade de Saúde do Sertão de Pernambuco - FASPE;FASPE;Privada;N;N;N;Faculdade;2605707.0;Floresta;PE;Ativa
13944;FACULDADE DE ADMINISTRAÇÃO E NEGÓCIOS - FAN;FAN;Privada;N;N;N;Faculdade;2704302.0;Maceió;AL;Ativa
1961;INSTITUTO TECNOLÓGICO E DAS CIÊNCIAS SOCIAIS APLICADAS E DA SAÚDE DO CENTRO EDUC. N. SRª AUXILIADORA - ITCSAS/CENSA;ITCSAS/CENSA;Privada;N;S;N;Faculdade;3301009.0;Campos dos Goytacazes;RJ;Ativa
5217;FACULDADES INTEGRADAS PAULISTA - FIP;FIP;Privada;N;N;N;Faculdade;3550308.0;São Paulo;SP;Ativa
17783;Faculdade de Mediação Ívia Corneli - FAMIC;FAMIC;Privada;N;N;S;Faculdade;3144805.0;Nova Lima;MG;Ativa
467;FACULDADE DE CIÊNCIAS CONTÁBEIS DE ITAPETININGA - FCCI;FCCI;Privada;N;N;N;Faculdade;3522307.0;Itapetininga;SP;Extinta
2131;FACULDADE DE SÃO BERNARDO DO CAMPO - FAPAN;FAPAN;Privada;N;N;N;Faculdade;3548708.0;São Bernardo do Campo;SP;Ativa
15382;FACULDADE AJES - AJES;AJES;Privada;N;N;N;Faculdade;5105150.0;Juína;MT;Ativa
1327;ESCOLA SUPERIOR DE PROPAGANDA E MARKETING DE PORTO ALEGRE - ESPM - POA;ESPM - POA;Privada;N;N;N;Faculdade;4314902.0;Porto Alegre;RS;Ativa
24223;Faculdade de Tecnologia da Amazônia - FATEC;FATEC;Privada;N;N;N;Faculdade;1302603.0;Manaus;AM;Ativa
1309;Faculdade Projeção de Taguatinga Norte - FAPRO;FAPRO;Privada;N;N;N;Faculdade;5300108.0;Brasília;DF;Ativa
3879;Centro Universitário Maurício de Nassau de Campina Grande - UNINASSAU CPV;UNINASSAU CPV;Privada;N;N;N;Centro Universitário;2504009.0;Campina Grande;PB;Ativa
3782;FACULDADE DE TECNOLOGIA CACHOEIRO DE ITAPEMIRIM - FACI;FACI;Privada;N;N;N;Faculdade;3201209.0;Cachoeiro de Itapemirim;ES;Ativa
17680;FACULDADE EVANGÉLICA DE SENADOR CANEDO - FESCAN;FESCAN;Privada;N;N;N;Faculdade;5220454.0;Senador Canedo;GO;Ativa
3541;FACULDADE DE TAPEJARA - FAT;FAT;Privada;N;N;N;Faculdade;4320909.0;Tapejara;RS;Ativa
18046;FACULDADE ILAPEO - ILAPEO;ILAPEO;Privada;N;N;N;Faculdade;4106902.0;Curitiba;PR;Ativa
1935;FACULDADE SÃO PAULO DE SANTOS - FSPS;FSPS;Privada;N;N;N;Faculdade;3548500.0;Santos;SP;Extinta
5;UNIVERSIDADE FEDERAL DO PIAUÍ - UFPI;UFPI;Pública;N;N;N;Universidade;2211001.0;Teresina;PI;Ativa
15522;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO AMAPÁ - IFAP;IFAP;Pública;N;N;N;Instituto Federal de Educação, Ciência e Tecnologia;1600303.0;Macapá;AP;Ativa
21812;Faculdade Regional de Leopoldina;;Privada;N;N;N;Faculdade;3138401.0;Leopoldina;MG;Ativa
17657;Faculdade Professor Daltro;;Privada;N;N;N;Faculdade;3304557.0;Rio de Janeiro;RJ;Extinta
47;UNIVERSIDADE ESTADUAL DE GOIÁS - UEG;UEG;Pública;N;N;N;Universidade;5201108.0;Anápolis;GO;Ativa
1831;FACULDADE DE IBITINGA - FAIB;FAIB;Privada;N;N;N;Faculdade;3519600.0;Ibitinga;SP;Extinta
4544;FACULDADE LÍDER;;Privada;N;N;N;Faculdade;2613701.0;São Lourenço da Mata;PE;Extinta
4045;Centro Universitário UniCuritiba - UniCuritiba;UniCuritiba;Privada;N;N;N;Centro Universitário;4106902.0;Curitiba;PR;Ativa
1118;FACULDADE DE MIRASSOL;;Privada;N;N;N;Faculdade;3530300.0;Mirassol;SP;Ativa
14227;Faculdade Presidente Antônio Carlos de Recreio - FUNEES;FUNEES;Privada;N;N;N;Faculdade;3154101.0;Recreio;MG;Extinta
2142;FACULDADE MULTIEDUCATIVA - MULTIEDUCATIVA;MULTIEDUCATIVA;Privada;N;N;N;Faculdade;5300108.0;Brasília;DF;Extinta
26529;Escola de Comunicação,Mídia e Informação de São Paulo da FGV - FGV ECMI SP;FGV ECMI SP;Privada;N;N;N;Faculdade;3550308.0;São Paulo;SP;Ativa
543;FACULDADE DE CIÊNCIAS DA FUNDAÇÃO INSTITUTO TECNOLÓGICO DE OSASCO - FAC-FITO;FAC-FITO;Pública;N;N;N;Faculdade;3534401.0;Osasco;SP;Ativa
1988;CENTRO UNIVERSITARIO AVANTIS - UNIAVAN;UNIAVAN;Privada;N;N;N;Centro Universitário;4202008.0;Balneário Camboriú;SC;Ativa
2598;FACULDADE PENSAR - FP;FP;Privada;N;N;N;Faculdade;2927408.0;Salvador;BA;Extinta
21977;Faculdade Poliensino - FP;;Privada;N;N;N;Faculdade;5103403.0;Cuiabá;MT;Ativa
1061;FACULDADE PLANALTO DE ADMINISTRAÇÃO E CIÊNCIAS ECONÔMICAS - FACPLAN;FACPLAN;Privada;N;N;N;Faculdade;5300108.0;Brasília;DF;Extinta
2660;FACULDADE PHÊNIX DE CIÊNCIAS HUMANAS E SOCIAIS DO BRASIL - PHENIX;PHENIX;Privada;N;N;N;Faculdade;5219753.0;Santo Antônio do Descoberto;GO;Extinta
13724;PANAMERICANA FACULDADE DE ARTE E DESIGN;;Privada;N;N;N;Faculdade;3550308.0;São Paulo;SP;Extinta
21210;Faculdade Estratego - ESTRATEGO;ESTRATEGO;Privada;N;N;N;Faculdade;1501402.0;Belém;PA;Ativa
12533;FACULDADE DOM BOSCO DE CAPITÃO LEÔNIDAS MARQUES;;Privada;N;N;N;Faculdade;4104600.0;Capitão Leônidas Marques;PR;Ativa
20406;Faculdade Jaguar Indaiá - FJI;FJI;Privada;N;N;N;Faculdade;3520509.0;Indaiatuba;SP;Ativa
4108;INSTITUTO CATÓLICO DE ESTUDOS SUPERIORES DO PIAUÍ - ICESPI;ICESPI;Privada;N;N;N;Faculdade;2211001.0;Teresina;PI;Ativa
2915;FACULDADE CIDADE DE PATOS DE MINAS - FPM;FPM;Privada;N;N;N;Faculdade;3148004.0;Patos de Minas;MG;Ativa
22685;Centro de Medicina Especializada, Pesquisa e Ensino - CEMEPE;CEMEPE;Privada;N;N;N;Instituição Especialmente Credenciada para oferta de cursos lato sensu;3106200.0;Belo Horizonte;MG;Ativa
18659;FACULDADE ANHANGUERA DO CEARÁ;;Privada;N;N;N;Faculdade;2304400.0;Fortaleza;CE;Ativa
966;FACULDADE DE TURISMO - SANTOS DUMONT - FACTURSD;FACTURSD;Privada;N;N;N;Faculdade;3160702.0;Santos Dumont;MG;Extinta
18048;Faculdade Vértix Trirriense - FVT;FVT;Privada;N;N;N;Faculdade;3306008.0;Três Rios;RJ;Ativa
17666;FACULDADE ANHANGUERA UNIDADE PARAGOMINAS;;Privada;N;N;N;Faculdade;1505502.0;Paragominas;PA;Ativa
3268;FACULDADE MADRE THAIS - FMT;FMT;Privada;N;N;N;Faculdade;2913606.0;Ilhéus;BA;Ativa
1084;CENTRO UNIVERSITÁRIO CNEC DE BENTO GONÇALVES;;Privada;S;N;N;Centro Universitário;4302105.0;Bento Gonçalves;RS;Ativa
4681;FACULDADE CENTRO PAULISTANO;;Privada;N;N;N;Faculdade;3550308.0;São Paulo;SP;Ativa
23342;Faculdade Avantis de Florianópolis - AVANTIS;AVANTIS;Privada;N;N;N;Faculdade;4205407.0;Florianópolis;SC;Ativa
4399;FACULDADE DE BALSAS - UNIBALSAS;UNIBALSAS;Privada;N;N;N;Faculdade;2101400.0;Balsas;MA;Ativa
4785;INSTITUTO FEDERAL DE EDUCAÇÃO CIÊNCIA E TECNOLOGIA DE RONDÔNIA - IFRO;IFRO;Pública;N;N;N;Instituto Federal de Educação, Ciência e Tecnologia;1100205.0;Porto Velho;RO;Ativa
797;Faculdade Favoo coop;;Privada;N;N;N;Faculdade;1100304.0;Vilhena;RO;Ativa
640;Faculdade Maria Thereza - FAMATH;FAMATH;Privada;N;N;N;Faculdade;3303302.0;Niterói;RJ;Ativa
21674;Faculdade Promove de Alfenas;;Privada;N;N;N;Faculdade;3101607.0;Alfenas;MG;Ativa
708;INSTITUTO DE CIÊNCIAS SOCIAIS APLICADAS - UNEB;UNEB;Privada;N;N;N;Faculdade;5300108.0;Brasília;DF;Extinta
2849;ESCOLA SUPERIOR DOM HELDER CÂMARA - ESDHC;ESDHC;Privada;N;N;N;Faculdade;3106200.0;Belo Horizonte;MG;Ativa
68;FACULDADE DE FILOSOFIA CIÊNCIAS E LETRAS DE PENÁPOLIS - FAFIPE;FAFIPE;Privada;N;N;N;Faculdade;3537305.0;Penápolis;SP;Ativa
15447;Centro Universitário Presidente Antônio Carlos de Barbacena - UNIPAC;UNIPAC;Privada;N;N;N;Centro Universitário;3105608.0;Barbacena;MG;Extinta
1196;UNIVERSIDADE CESUMAR - UNICESUMAR;UNICESUMAR;Privada;N;N;N;Universidade;4115200.0;Maringá;PR;Ativa
3975;FACULDADE SÃO FRANCISCO DE PIUMHI - FASPI;FASPI;Privada;N;N;N;Faculdade;3151503.0;Piumhi;MG;Extinta
417;UNIVERSIDADE CIDADE DE SÃO PAULO - UNICID;UNICID;Privada;N;N;N;Universidade;3550308.0;São Paulo;SP;Ativa
14879;FACULDADE DOURADO - FD;FD;Privada;N;N;N;Faculdade;3550308.0;São Paulo;SP;Ativa
23409;FACULDADE CENTRO SÃO PAULO - FACESP;FACESP;Privada;N;N;N;Faculdade;3550308.0;São Paulo;SP;Ativa
5000;Faculdade Ágora - Administração, Educação e Cultura - FAAEC;FAAEC;Privada;N;N;N;Faculdade;4106902.0;Curitiba;PR;Ativa
404;FACULDADES INTEGRADAS DA UPIS - UPIS;UPIS;Privada;N;N;N;Faculdade;5300108.0;Brasília;DF;Ativa
17115;FACULDADE TRÊS MARIAS - FTM;FTM;Privada;N;N;N;Faculdade;2507507.0;João Pessoa;PB;Ativa
19172;Faculdades Integradas Aparício Carvalho Vilhena - FIMCAVILHENA;FIMCAVILHENA;Privada;N;N;N;Faculdade;1100304.0;Vilhena;RO;Ativa
3376;FACULDADE DE TEOLOGIA INTEGRADA - FATIN;FATIN;Privada;N;N;N;Faculdade;2606804.0;Igarassu;PE;Ativa
25450;Faculdades Integradas do Sul de Minas - FISMINAS;;Privada;N;N;N;Faculdade;3106200.0;Belo Horizonte;MG;Ativa
5112;FACULDADE UNIÃO ARARUAMA DE ENSINO S/S LTDA. - FAC-UNILAGOS;FAC-UNILAGOS;Privada;N;N;N;Faculdade;3300209.0;Araruama;RJ;Extinta
200;FACULDADE CÁSPER LÍBERO - FCL;FCL;Privada;N;N;N;Faculdade;3550308.0;São Paulo;SP;Ativa
23707;FACULDADE DE TECNOLOGIA E EDUCAÇÃO SUPERIOR E PROFISSIONALIZ - FATESP;FATESP;Privada;N;N;N;Faculdade;5208004.0;Formosa;GO;Ativa
2072;FACULDADE DE DESENVOLVIMENTO SUSTENTÁVEL DE CRUZEIRO DO SUL - IEVAL;IEVAL;Privada;N;N;N;Faculdade;1200203.0;Cruzeiro do Sul;AC;Ativa
1275;FACULDADE DO GUARUJÁ - FAGU;FAGU;Privada;N;N;N;Faculdade;3518701.0;Guarujá;SP;Ativa
12522;FACULDADE MOGIANA DO ESTADO DE SÃO PAULO - FMG;FMG;Privada;N;N;N;Faculdade;3530706.0;Mogi Guaçu;SP;Ativa
775;FACULDADE ALVORADA DE EDUCAÇÃO FÍSICA E DESPORTO - FAEFD;FAEFD;Privada;N;N;N;Faculdade;5300108.0;Brasília;DF;Extinta
1946;FACULDADE LEGALE - LEGALE;LEGALE;Privada;N;N;N;Faculdade;3550308.0;São Paulo;SP;Ativa
1363;FACULDADE VISCONDE DE CAIRÚ - FAVIC;FAVIC;Privada;N;N;N;Faculdade;2927408.0;Salvador;BA;Ativa
717;FUNDAÇÃO UNIVERSIDADE FEDERAL DE CIÊNCIAS DA SAÚDE DE PORTO ALEGRE - UFCSPA;UFCSPA;Pública;N;N;N;Universidade;4314902.0;Porto Alegre;RS;Ativa
22712;FACULDADE PITÁGORAS UNOPAR DE MURIAÉ;;Privada;N;N;N;Faculdade;3143906.0;Muriaé;MG;Ativa
1651;FACULDADE DE EDUCAÇÃO - ISECUB;ISECUB;Privada;N;N;N;Faculdade;3205309.0;Vitória;ES;Extinta
1824;FACULDADE DE CIÊNCIAS CONTÁBEIS DE ITABIRITO - FACCI;FACCI;Privada;N;N;N;Faculdade;3131901.0;Itabirito;MG;Extinta
861;CENTRO DE ENSINO SUPERIOR DO AMAPÁ - CEAP;CEAP;Privada;N;N;N;Faculdade;1600303.0;Macapá;AP;Ativa
23147;Faculdade do Comércio de São Paulo - FAC-SP;FAC-SP;Privada;N;N;N;Faculdade;3550308.0;São Paulo;SP;Ativa
2438;INSTITUTO TEOLÓGICO PASTORAL DO CEARÁ - ITEP;ITEP;Privada;N;N;N;Faculdade;2304400.0;Fortaleza;CE;Extinta
532;UNIVERSIDADE REGIONAL DO NOROESTE DO ESTADO DO RIO GRANDE DO SUL - UNIJUI;UNIJUI;Privada;S;N;N;Universidade;4310207.0;Ijuí;RS;Ativa
24356;Faculdade Virtual do Brasil - FVB;FVB;Privada;N;N;N;Faculdade;3550308.0;São Paulo;SP;Ativa
